country_code,year,BCA_NGDPD,GGXONLB_NGDP,GGXWDG_NGDP,LP,LUR,NGDPD,NGDP_RPCH,PCPIPCH,external_default_1,external_default_2,domestic_default,currency_crisis,inflation_crisis,sovereign_crisis
GRC,1997,-3.837,2.345,102.599,10.629,10.3,138.93,3.603,5.441,0,0,0,0,0,0
GRC,1998,-2.714,1.48,100.785,10.693,11.2,139.821,3.437,4.517,0,0,0,0,0,0
GRC,1999,-3.721,1.86,102.843,10.748,12.125,143.693,2.659,2.141,0,0,0,1,0,0
GRC,2000,-6.149,2.894,108.854,10.776,11.35,127.438,4.138,2.897,0,0,0,1,0,0
GRC,2001,-7.109,0.846,110.535,10.836,10.775,132.051,4.65,3.642,0,0,0,1,0,0
GRC,2002,-6.433,-0.468,107.871,10.888,10.35,150.148,4.683,3.921,0,0,0,0,0,0
GRC,2003,-6.47,-3.014,104.259,10.916,9.775,196.881,5.797,3.45,0,0,0,0,0,0
GRC,2004,-5.673,-4.146,105.493,10.94,10.6,234.873,5.378,3.02,0,0,0,0,0,0
GRC,2005,-7.515,-1.528,109.859,10.97,10.0,242.45,1.183,3.486,0,0,0,1,0,0
GRC,2006,-11.041,-1.554,105.334,11.005,9.0,269.088,6.443,3.314,0,0,0,0,0,0
GRC,2007,-14.128,-2.241,104.637,11.036,8.4,314.264,3.507,2.989,0,0,0,0,0,0
GRC,2008,-14.679,-5.434,110.907,11.061,7.75,351.083,0.058,4.23,0,0,0,0,0,0
GRC,2009,-11.018,-10.314,128.482,11.095,9.6,326.474,-4.119,1.347,0,0,0,0,0,0
GRC,2010,-10.066,-5.316,147.846,11.119,12.725,296.66,-5.694,4.704,0,0,0,0,0,0
GRC,2011,-10.141,-2.833,175.076,11.123,17.85,283.178,-9.877,3.118,0,0,0,0,0,0
GRC,2012,-2.595,-1.517,164.278,11.086,24.425,238.992,-8.331,1.035,1,1,1,0,0,1
GRC,2013,-2.609,0.105,180.51,11.004,27.475,236.56,-2.272,-0.854,0,1,0,0,0,1
GRC,2014,-2.51,-0.277,182.824,10.927,26.5,233.972,0.792,-1.394,0,0,0,0,0,0
GRC,2015,-1.487,0.551,180.001,10.858,24.9,194.587,-0.228,-1.094,0,1,0,0,0,1
GRC,2016,-2.374,3.497,183.675,10.784,23.55,193.044,-0.032,0.013,0,1,0,0,0,1
GTM,1980,-2.116,,,7.025,,7.718,3.7,10.667,0,0,0,0,0,0
GTM,1981,-6.793,,,7.204,,8.431,0.644,11.4,0,0,0,0,0,0
GTM,1982,-4.674,,,7.387,,8.539,-3.542,4.898,0,0,0,0,0,0
GTM,1983,-2.526,,,7.575,,8.864,-2.528,6.719,0,0,0,0,0,0
GTM,1984,-4.069,,,7.77,,9.276,0.51,3.208,0,0,0,0,0,0
GTM,1985,-2.249,,,7.969,,10.951,-0.6,19.176,0,0,0,0,0,0
GTM,1986,-0.297,,,8.173,,5.921,0.1,32.78,1,1,0,1,1,1
GTM,1987,-6.453,,,8.382,,6.857,3.579,10.848,0,0,0,0,0,0
GTM,1988,-5.575,,,8.594,,7.426,3.892,10.295,0,0,0,0,0,0
GTM,1989,-4.288,,,8.809,,8.561,3.943,12.988,1,1,0,1,0,1
GTM,1990,-2.826,,,9.025,,7.535,3.101,37.977,0,0,0,1,1,0
GTM,1991,-2.002,,,9.273,,9.174,3.0,35.105,0,0,0,0,1,0
GTM,1992,-6.963,,,9.522,,10.138,4.6,10.245,0,0,0,0,0,0
GTM,1993,-6.353,,,9.78,,11.045,3.4,13.362,0,0,0,0,0,0
GTM,1994,-5.01,,,10.044,,12.482,3.5,12.51,0,0,0,0,0,0
GTM,1995,-4.071,0.531,,10.313,,14.05,4.4,8.414,0,0,0,0,0,0
GTM,1996,-3.012,1.204,,10.584,,14.992,2.8,11.06,0,0,0,0,0,0
GTM,1997,-3.73,-0.001,,10.858,,16.982,4.1,9.231,0,0,0,0,0,0
GTM,1998,-5.629,-1.138,,11.139,,18.461,4.6,6.61,0,0,0,0,0,0
GTM,1999,-5.889,-1.569,,11.423,,17.422,3.7,5.212,0,0,0,0,0,0
GTM,2000,-5.791,-0.575,17.999,11.698,,18.124,2.5,5.976,0,0,0,0,0,0
GTM,2001,-6.138,-0.526,19.11,11.969,,19.735,3.104,7.294,0,0,0,0,0,0
GTM,2002,-5.754,0.291,17.362,12.247,,21.924,3.839,8.134,0,0,0,0,0,0
GTM,2003,-4.416,-1.232,19.803,12.526,,23.092,2.56,5.602,0,0,0,0,0,0
GTM,2004,-4.662,0.262,20.553,12.807,,24.977,3.138,7.573,0,0,0,0,0,0
GTM,2005,-4.403,-0.312,20.017,13.088,,28.179,3.276,9.111,0,0,0,0,0,0
GTM,2006,-4.868,-0.541,20.86,13.367,,31.308,5.351,6.561,0,0,0,0,0,0
GTM,2007,-5.098,0.045,20.779,13.652,,35.028,6.338,6.822,0,0,0,0,0,0
GTM,2008,-3.861,-0.247,19.57,13.935,,40.242,3.294,11.351,0,0,0,0,0,0
GTM,2009,0.19,-1.709,22.78,14.216,,37.997,0.477,1.862,0,0,0,0,0,0
GTM,2010,-1.848,-1.8,24.006,14.5,,41.493,2.884,3.95,0,0,0,0,0,0
GTM,2011,-3.332,-1.322,23.769,14.792,,47.419,4.164,6.197,0,0,0,0,0,0
GTM,2012,-3.701,-0.876,24.557,15.09,,49.902,2.975,3.8,0,0,0,0,0,0
GTM,2013,-4.225,-0.586,25.035,15.387,,52.989,3.695,4.341,0,0,0,0,0,0
GTM,2014,-3.301,-0.45,24.697,15.682,,57.835,4.444,3.423,0,0,0,0,0,0
GTM,2015,-1.244,0.128,24.77,15.972,,62.18,4.092,2.388,0,0,0,0,0,0
GTM,2016,0.965,0.429,24.906,16.269,,66.034,2.678,4.45,0,0,0,0,0,0
HND,1980,-7.981,,,3.673,6.864,3.968,0.599,18.074,0,0,0,0,0,0
HND,1981,-7.49,,,3.79,7.018,4.044,-1.222,9.406,1,1,0,0,0,1
HND,1982,-5.206,,,3.908,6.667,4.267,-2.075,9.023,1,1,0,0,0,1
HND,1983,-4.91,,,4.029,6.504,4.477,0.906,8.213,1,1,0,0,0,1
HND,1984,-5.554,,,4.154,6.349,4.915,6.327,4.726,1,1,0,0,0,1
HND,1985,-3.45,,,4.283,6.818,5.278,5.626,3.363,1,1,0,0,0,1
HND,1986,-1.77,,,4.411,6.667,5.678,5.331,4.353,1,1,0,0,0,1
HND,1987,-3.911,,,4.544,7.092,6.191,6.638,2.487,1,1,0,0,0,1
HND,1988,-1.915,,,4.68,6.944,6.877,1.746,4.491,1,1,0,0,0,1
HND,1989,-2.764,,,4.816,6.667,7.877,2.728,9.85,1,1,0,0,0,1
HND,1990,-1.633,0.505,236.543,4.955,4.267,4.923,2.792,23.323,1,1,0,1,1,1
HND,1991,-3.235,2.005,135.415,5.099,4.58,4.649,-3.319,33.949,1,1,0,0,1,1
HND,1992,-4.448,2.749,123.197,5.245,3.06,4.944,6.074,8.741,1,1,0,0,0,1
HND,1993,-6.249,-1.496,111.737,5.394,3.157,4.961,6.496,10.775,1,1,0,1,0,1
HND,1994,-6.658,1.606,85.496,5.549,3.202,4.642,0.212,21.769,1,1,0,1,1,1
HND,1995,-3.265,2.187,65.378,5.709,3.24,5.415,6.189,29.432,1,1,0,0,1,1
HND,1996,-3.717,2.515,64.643,5.875,4.37,5.217,1.871,23.845,1,1,0,1,1,1
HND,1997,-2.96,2.563,70.841,6.046,3.32,5.736,4.598,20.2,1,1,0,0,1,1
HND,1998,-2.014,5.288,67.421,6.22,4.02,6.366,3.59,13.668,1,1,0,0,0,1
HND,1999,-3.76,3.784,75.758,6.397,3.85,6.417,-0.736,11.664,1,1,0,0,0,1
HND,2000,-7.155,3.467,65.758,6.575,3.918,7.104,7.291,11.048,1,1,0,0,0,1
HND,2001,-6.255,-1.534,63.417,6.752,4.0,7.652,2.723,9.666,1,1,0,0,0,1
HND,2002,-3.584,-4.952,64.248,6.929,4.02,7.857,3.754,7.702,1,1,0,0,0,1
HND,2003,-6.718,-4.913,67.757,7.106,5.3,8.229,4.547,7.671,1,1,0,0,0,1
HND,2004,-7.652,-2.617,60.906,7.283,5.99,8.866,6.232,8.114,1,1,0,0,0,1
HND,2005,-2.976,-0.32,55.606,7.459,4.909,9.755,6.051,8.809,1,1,0,0,0,1
HND,2006,-3.7,-1.851,39.202,7.634,3.575,10.917,6.567,5.578,0,1,0,0,0,1
HND,2007,-9.03,-0.943,24.022,7.809,3.211,12.361,6.188,6.936,0,1,0,0,0,1
HND,2008,-15.341,-1.318,22.323,7.981,3.156,13.884,4.232,11.403,0,1,0,0,0,1
HND,2009,-3.816,-5.764,23.79,8.151,3.292,14.586,-2.432,5.496,0,1,0,0,0,1
HND,2010,-5.077,-4.063,28.926,8.317,4.119,15.837,3.731,4.699,0,1,0,0,0,1
HND,2011,-7.954,-3.196,31.536,8.481,4.474,17.71,3.836,6.762,0,1,0,0,0,1
HND,2012,-8.534,-3.596,32.436,8.641,3.754,18.523,4.129,5.196,0,1,0,0,0,1
HND,2013,-9.53,-5.332,42.091,8.799,4.096,18.494,2.792,5.162,0,1,0,0,0,1
HND,2014,-6.946,-2.544,43.028,8.956,5.488,19.753,3.058,6.129,0,1,0,0,0,1
HND,2015,-4.671,-0.005,42.252,9.113,6.147,20.978,3.84,3.158,0,1,0,0,0,1
HND,2016,-3.144,0.216,40.295,9.273,6.727,21.712,3.893,2.725,0,1,0,0,0,1
IDN,1980,2.921,,,147.49,,99.296,9.88,18.017,0,0,0,0,0,0
IDN,1981,-0.541,,,150.406,,110.848,7.604,12.244,0,0,0,0,0,0
IDN,1982,-4.745,,,153.379,,113.799,2.246,9.481,0,0,0,0,0,0
IDN,1983,-6.495,,,156.41,,103.149,4.193,11.787,0,0,0,1,0,0
IDN,1984,-2.145,,,159.502,1.62,107.218,7.574,10.475,0,0,0,0,0,0
IDN,1985,-1.961,,,162.655,2.22,107.062,3.906,4.705,0,0,0,0,0,0
IDN,1986,-4.248,,,165.87,2.75,101.22,7.189,5.821,0,0,0,1,0,0
IDN,1987,-2.521,,,169.149,2.64,95.214,6.572,9.25,0,0,0,0,0,0
IDN,1988,-1.958,,,172.492,2.89,107.279,6.979,8.072,0,0,0,0,0,0
IDN,1989,-1.387,,,175.902,2.86,122.582,9.085,6.407,0,0,0,0,0,0
IDN,1990,-2.315,,,179.379,2.59,138.258,9.002,7.8,0,0,0,0,0,0
IDN,1991,-2.847,,,182.354,2.67,154.558,8.928,9.435,0,0,0,0,0,0
IDN,1992,-1.842,,,185.378,2.79,168.28,6.523,7.546,0,0,0,0,0,0
IDN,1993,-1.205,0.957,,188.452,2.83,190.913,7.956,9.664,0,0,0,0,0,0
IDN,1994,-1.404,1.379,,191.578,4.47,213.727,7.54,8.528,0,0,0,0,0,0
IDN,1995,-2.784,1.845,,194.755,7.42,244.227,8.22,9.415,0,0,0,0,0,0
IDN,1996,-2.657,1.985,,197.004,4.998,274.722,7.818,7.981,0,0,0,0,0,0
IDN,1997,-1.458,0.451,,199.28,4.77,260.68,4.7,6.237,0,0,0,1,0,0
IDN,1998,3.469,0.893,,201.581,5.46,115.323,-13.127,58.447,0,0,0,1,1,0
IDN,1999,3.4,2.263,,203.909,6.36,169.158,0.791,20.47,1,1,0,0,1,1
IDN,2000,4.452,1.444,87.437,206.265,6.08,179.482,4.979,3.688,1,1,0,1,0,1
IDN,2001,3.954,3.103,73.702,209.206,8.1,174.507,3.643,11.466,0,0,0,0,0,0
IDN,2002,3.676,3.848,62.339,212.19,9.06,212.807,4.499,11.908,1,1,0,0,0,1
IDN,2003,3.175,1.907,55.643,215.216,9.67,255.346,4.78,6.791,0,0,0,0,0,0
IDN,2004,1.882,2.242,51.328,218.285,9.86,279.344,5.031,6.062,0,0,0,0,0,0
IDN,2005,0.513,2.623,42.612,221.398,11.24,310.92,5.693,10.464,0,0,0,0,0,0
IDN,2006,2.406,2.628,35.848,224.555,10.28,396.518,5.501,13.099,0,0,0,0,0,0
IDN,2007,1.446,0.905,38.121,227.758,9.11,470.092,6.345,6.319,0,0,0,0,0,0
IDN,2008,0.022,1.687,30.252,231.006,8.39,558.291,7.442,9.871,0,0,0,1,0,0
IDN,2009,1.837,-0.084,26.483,234.3,7.87,578.577,4.702,4.804,0,0,0,0,0,0
IDN,2010,0.702,0.045,26.363,237.641,7.14,755.094,6.378,5.137,0,0,0,0,0,0
IDN,2011,0.189,0.487,23.106,241.991,6.56,892.969,6.17,5.345,0,0,0,0,0,0
IDN,2012,-2.66,-0.42,22.955,245.425,6.14,917.87,6.03,3.979,0,0,0,0,0,0
IDN,2013,-3.19,-0.771,24.884,248.818,6.25,912.524,5.557,6.41,0,0,0,1,0,0
IDN,2014,-3.088,-0.542,24.645,252.165,5.94,890.815,5.007,6.399,0,0,0,0,0,0
IDN,2015,-2.035,-1.37,27.013,255.182,6.18,860.854,4.876,6.36,0,0,0,0,0,0
IDN,2016,-1.819,-1.087,27.955,258.497,5.61,931.877,5.033,3.53,0,0,0,0,0,0
IND,1980,-1.504,,,687.354,,186.17,6.736,11.346,0,0,0,0,0,0
IND,1981,-1.639,,,703.696,,193.153,6.007,12.654,0,0,0,0,0,0
IND,1982,-1.696,,,720.313,,200.035,3.475,7.736,0,0,0,0,0,0
IND,1983,-1.47,,,737.373,,218.218,7.289,12.558,0,0,0,0,0,0
IND,1984,-1.141,,,754.875,,211.843,3.82,6.518,0,0,0,1,0,0
IND,1985,-2.06,,,772.648,,233.52,5.254,6.251,0,0,0,0,0,0
IND,1986,-1.837,,,790.69,,248.398,4.777,8.89,0,0,0,0,0,0
IND,1987,-1.738,,,808.931,,278.864,3.965,9.058,0,0,0,0,0,0
IND,1988,-2.446,,,827.343,,294.479,9.628,7.214,0,0,0,1,0,0
IND,1989,-2.014,-5.24,,846.04,,296.043,5.947,4.57,0,0,0,0,0,0
IND,1990,-2.998,-5.231,,864.972,,320.979,5.534,11.198,0,0,0,0,0,0
IND,1991,-0.433,-4.874,76.653,883.928,,270.105,1.057,13.481,0,0,0,1,0,0
IND,1992,-1.705,-4.746,78.762,902.957,,288.21,5.483,9.862,0,0,0,0,0,0
IND,1993,-0.415,-5.385,78.328,922.118,,279.295,4.751,7.283,0,0,0,1,0,0
IND,1994,-1.03,-4.446,74.753,941.164,,327.275,6.659,10.272,0,0,0,0,0,0
IND,1995,-1.637,-3.45,70.876,960.301,,360.281,7.574,9.96,0,0,0,0,0,0
IND,1996,-1.144,-3.279,67.133,979.678,,392.902,7.55,9.433,0,0,0,0,0,0
IND,1997,-1.323,-4.871,69.008,999.134,,415.895,4.05,6.845,0,0,0,0,0,0
IND,1998,-0.958,-6.219,69.284,1018.665,,421.378,6.184,13.126,0,0,0,0,0,0
IND,1999,-1.024,-4.874,71.267,1038.226,,458.821,8.846,3.425,0,0,0,0,0,0
IND,2000,-0.569,-4.145,74.941,1057.923,,468.396,3.841,3.817,0,0,0,0,0,0
IND,2001,0.7,-6.447,80.11,1077.899,,485.44,4.824,4.442,0,0,0,0,0,0
IND,2002,1.232,-6.229,84.304,1097.6,,514.938,3.804,4.997,0,0,0,0,0,0
IND,2003,2.317,-6.498,85.883,1116.803,,607.701,7.86,4.096,0,0,0,0,0,0
IND,2004,-0.348,-4.214,84.89,1135.992,,709.152,7.923,3.997,0,0,0,0,0,0
IND,2005,-1.207,-2.486,82.378,1154.676,,820.385,7.923,3.679,0,0,0,0,0,0
IND,2006,-1.017,-1.486,77.893,1172.879,,940.26,8.061,6.736,0,0,0,0,0,0
IND,2007,-1.293,0.264,75.414,1190.676,,1216.736,7.661,5.919,0,0,0,0,0,0
IND,2008,-2.328,-4.411,74.341,1207.931,,1198.895,3.087,9.212,0,0,0,1,0,0
IND,2009,-2.864,-5.051,72.735,1225.525,,1341.889,7.862,10.607,0,0,0,0,0,0
IND,2010,-2.857,-4.497,67.675,1243.482,,1675.615,8.498,9.368,0,0,0,0,0,0
IND,2011,-4.29,-4.003,68.699,1261.225,,1823.052,5.241,8.112,0,0,0,1,0,0
IND,2012,-4.806,-3.191,67.968,1278.675,,1827.637,5.456,10.049,0,0,0,0,0,0
IND,2013,-1.737,-2.439,67.663,1295.83,,1856.721,6.386,9.383,0,0,0,0,0,0
IND,2014,-1.314,-2.574,67.111,1312.277,,2039.127,7.41,5.833,0,0,0,0,0,0
IND,2015,-1.05,-2.684,69.026,1328.024,,2103.588,7.996,4.908,0,0,0,0,0,0
IND,2016,-0.625,-2.519,68.903,1343.944,,2294.797,8.256,4.525,0,0,0,0,0,0
IRL,1980,-10.557,,,3.426,,21.425,2.898,18.345,0,0,0,0,0,0
IRL,1981,-12.631,,,3.468,,20.423,2.512,20.243,0,0,0,0,1,0
IRL,1982,-8.782,,,3.505,,21.313,1.495,17.189,0,0,0,0,0,0
IRL,1983,-5.602,,,3.53,,20.618,-0.729,10.397,0,0,0,0,0,0
IRL,1984,-5.163,,,3.555,,19.883,3.204,8.636,0,0,0,0,0,0
IRL,1985,-3.271,,,3.566,17.7,21.168,1.947,5.468,0,0,0,0,0,0
IRL,1986,-2.875,,,3.566,18.1,28.516,0.424,3.041,0,0,0,0,0,0
IRL,1987,-0.261,,,3.572,18.8,33.66,3.641,3.154,0,0,0,0,0,0
IRL,1988,0.254,,,3.556,18.4,36.875,2.998,2.166,0,0,0,0,0,0
IRL,1989,-1.299,,,3.535,17.9,38.03,5.614,3.99,0,0,0,0,0,0
IRL,1990,-0.772,,,3.531,17.2,48.199,7.711,3.357,0,0,0,0,0,0
IRL,1991,0.696,,,3.551,19.0,48.84,1.642,3.132,0,0,0,0,0,0
IRL,1992,0.993,,,3.58,16.3,54.911,3.579,3.15,0,0,0,0,0,0
IRL,1993,3.563,,,3.6,16.7,51.364,2.314,1.418,0,0,0,0,0,0
IRL,1994,2.678,,,3.612,15.1,55.843,5.894,2.366,0,0,0,0,0,0
IRL,1995,2.478,2.669,78.522,3.628,14.1,69.26,9.593,2.518,0,0,0,0,0,0
IRL,1996,2.666,3.795,69.833,3.653,11.8,75.928,9.092,2.18,0,0,0,0,0,0
IRL,1997,2.348,4.738,61.578,3.691,9.858,82.957,10.747,1.253,0,0,0,0,0,0
IRL,1998,0.363,5.111,51.414,3.73,7.55,90.305,8.765,2.13,0,0,0,0,0,0
IRL,1999,-0.115,5.629,46.57,3.773,5.917,98.993,10.53,2.412,0,0,0,0,0,0
IRL,2000,0.614,6.464,36.412,3.828,4.383,100.253,9.405,5.303,0,0,0,0,0,0
IRL,2001,0.179,2.032,33.578,3.888,4.183,109.347,5.306,3.998,0,0,0,0,0,0
IRL,2002,0.247,0.607,30.89,3.956,4.733,128.505,5.9,4.686,0,0,0,0,0,0
IRL,2003,0.492,1.438,29.832,4.021,4.842,164.63,3.013,4.0,0,0,0,0,0,0
IRL,2004,-0.098,2.26,28.103,4.1,4.75,194.283,6.788,2.31,0,0,0,0,0,0
IRL,2005,-3.54,2.429,26.06,4.2,4.642,211.993,5.74,2.201,0,0,0,0,0,0
IRL,2006,-5.353,3.513,23.653,4.321,4.775,232.193,4.988,2.674,0,0,0,0,0,0
IRL,2007,-6.511,0.889,23.948,4.445,5.008,270.112,5.31,2.889,0,0,0,0,0,0
IRL,2008,-6.255,-6.335,42.514,4.516,6.8,275.417,-4.484,3.119,0,0,0,0,0,0
IRL,2009,-4.667,-12.43,61.765,4.547,12.65,236.187,-5.096,-1.676,0,0,0,0,0,0
IRL,2010,-1.288,-29.952,86.232,4.568,14.6,221.914,1.683,-1.636,0,0,0,0,0,0
IRL,2011,-1.684,-11.044,109.59,4.585,15.408,240.934,1.609,1.213,0,0,0,0,0,0
IRL,2012,-3.36,-5.195,118.911,4.605,15.483,227.066,-0.405,1.892,0,0,0,0,0,0
IRL,2013,2.399,-2.801,117.675,4.631,13.775,242.928,2.193,0.538,0,0,0,0,0,0
IRL,2014,2.064,-0.256,101.387,4.667,11.892,266.559,9.386,0.301,0,0,0,0,0,0
IRL,2015,6.139,0.324,74.031,4.714,9.925,302.133,24.624,-0.05,0,0,0,0,0,0
IRL,2016,-1.244,1.42,72.71,4.781,8.392,305.347,1.223,-0.183,0,0,0,0,0,0
ISL,1980,-2.022,0.843,,0.227,0.313,3.434,5.738,58.548,0,0,0,1,1,0
ISL,1981,-4.087,1.274,,0.229,0.365,3.543,4.265,50.864,0,0,0,1,1,0
ISL,1982,-7.884,1.302,28.948,0.232,0.67,3.251,2.154,51.019,0,0,0,1,1,0
ISL,1983,-1.881,-2.536,30.751,0.236,1.022,2.793,-2.151,84.275,0,0,0,1,1,0
ISL,1984,-4.478,2.121,32.425,0.238,1.254,2.892,4.129,29.17,0,0,0,1,1,0
ISL,1985,-3.849,-1.719,32.017,0.241,0.906,3.009,3.293,32.376,0,0,0,1,1,0
ISL,1986,0.53,-3.515,29.866,0.242,0.656,4.014,6.27,21.273,0,0,0,1,1,0
ISL,1987,-3.304,-0.618,27.326,0.244,0.441,5.561,8.546,18.763,0,0,0,0,0,0
ISL,1988,-3.378,-0.809,30.588,0.248,0.636,6.145,-0.09,25.456,0,0,0,1,1,0
ISL,1989,-1.325,-3.005,35.286,0.252,1.658,5.7,0.258,14.503,0,0,0,1,1,0
ISL,1990,-2.037,-0.99,35.49,0.254,2.594,6.504,1.169,15.513,0,0,0,0,0,0
ISL,1991,-3.908,1.104,37.608,0.256,2.925,6.949,-0.224,6.809,0,0,0,0,0,0
ISL,1992,-2.338,0.012,45.401,0.26,4.665,7.105,-3.374,3.959,0,0,0,0,0,0
ISL,1993,0.693,-2.3,52.294,0.262,5.764,6.225,1.313,4.083,0,0,0,0,0,0
ISL,1994,1.907,-2.336,54.808,0.265,5.776,6.393,3.609,1.55,0,0,0,0,0,0
ISL,1995,0.26,-0.173,58.07,0.267,5.25,7.124,0.117,1.655,0,0,0,0,0,0
ISL,1996,-2.379,0.883,55.575,0.268,4.153,7.426,4.498,2.252,0,0,0,0,0,0
ISL,1997,-2.242,2.259,51.055,0.27,4.204,7.717,4.141,1.796,0,0,0,0,0,0
ISL,1998,-7.028,1.955,43.271,0.272,3.314,8.638,7.01,1.703,0,0,0,0,0,0
ISL,1999,-6.923,3.203,75.537,0.276,2.489,9.108,3.898,3.22,0,0,0,0,0,0
ISL,2000,-9.981,2.883,74.847,0.279,2.633,9.14,4.905,5.12,0,0,0,1,0,0
ISL,2001,-4.124,0.73,82.496,0.283,2.791,8.323,3.841,6.396,0,0,0,0,0,0
ISL,2002,1.275,-1.331,81.307,0.287,3.515,9.416,0.542,5.177,0,0,0,0,0,0
ISL,2003,-4.753,-1.198,84.072,0.288,3.525,11.565,2.281,2.062,0,0,0,0,0,0
ISL,2004,-9.877,1.301,80.059,0.291,3.417,13.964,7.623,3.152,0,0,0,0,0,0
ISL,2005,-15.54,5.352,67.751,0.294,2.883,17.146,7.029,4.0,0,0,0,0,0,0
ISL,2006,-22.642,5.669,69.826,0.3,3.2,17.672,5.672,6.674,0,0,0,0,0,0
ISL,2007,-13.735,4.771,67.446,0.308,2.492,21.96,8.741,5.066,0,0,0,0,0,0
ISL,2008,-20.796,-13.335,109.309,0.315,3.325,18.248,1.7,12.68,0,0,0,1,0,0
ISL,2009,-8.771,-6.09,128.207,0.319,8.008,13.213,-8.321,12.006,0,0,0,0,0,0
ISL,2010,-5.85,-4.134,131.501,0.318,8.317,13.923,-2.222,5.394,0,0,0,0,0,0
ISL,2011,-4.504,-4.171,136.629,0.312,7.95,15.394,1.38,3.99,0,0,0,0,0,0
ISL,2012,-2.915,0.316,132.202,0.313,6.85,14.944,1.169,5.195,0,0,0,0,0,0
ISL,2013,6.81,1.863,121.065,0.316,6.092,16.244,3.597,3.885,0,0,0,0,0,0
ISL,2014,5.0,3.736,114.121,0.32,5.508,18.052,1.914,2.035,0,0,0,0,0,0
ISL,2015,6.3,3.176,96.315,0.323,4.592,17.7,3.769,1.631,0,0,0,0,0,0
ISL,2016,8.921,15.248,81.335,0.326,3.442,21.084,6.218,1.693,0,0,0,0,0,0
ITA,1980,-3.532,,,56.388,7.37,479.967,3.099,21.8,0,0,0,0,1,0
ITA,1981,-3.545,,,56.479,7.649,435.267,4.728,19.51,0,0,0,0,0,0
ITA,1982,-2.384,,,56.524,8.288,430.169,0.414,16.46,0,0,0,0,0,0
ITA,1983,0.306,,,56.563,7.367,446.399,1.169,14.7,0,0,0,0,0,0
ITA,1984,-0.913,,,56.565,7.833,441.048,3.226,10.74,0,0,0,0,0,0
ITA,1985,-1.222,,,56.588,8.167,455.457,2.798,8.969,0,0,0,0,0,0
ITA,1986,0.427,,,56.598,8.867,645.071,2.86,5.82,0,0,0,0,0,0
ITA,1987,-0.361,,,56.594,9.617,809.632,3.192,4.72,0,0,0,0,0,0
ITA,1988,-0.898,-3.067,95.722,56.609,9.683,897.006,4.194,5.09,0,0,0,0,0,0
ITA,1989,-1.611,-2.608,98.4,56.649,9.667,932.931,3.389,6.245,0,0,0,0,0,0
ITA,1990,-1.863,-1.771,101.71,56.694,8.858,1164.328,2.052,6.395,0,0,0,0,0,0
ITA,1991,-2.435,-0.463,105.309,56.744,8.533,1229.898,1.435,6.215,0,0,0,0,0,0
ITA,1992,-2.615,1.313,112.967,56.773,8.808,1305.099,0.834,4.982,0,0,0,1,0,0
ITA,1993,1.135,2.071,124.107,56.821,9.833,1049.47,-0.853,4.499,0,0,0,0,0,0
ITA,1994,1.168,1.523,130.831,56.842,10.633,1082.455,2.151,4.167,0,0,0,0,0,0
ITA,1995,2.073,3.08,119.088,56.844,11.15,1177.984,2.887,5.387,0,0,0,0,0,0
ITA,1996,2.939,3.733,118.896,56.844,11.15,1315.136,1.525,3.985,0,0,0,0,0,0
ITA,1997,2.596,5.648,116.491,56.876,11.242,1246.34,1.926,1.849,0,0,0,0,0,0
ITA,1998,1.651,4.484,113.887,56.904,11.333,1274.381,1.804,2.031,0,0,0,0,0,0
ITA,1999,0.8,4.327,113.059,56.909,10.942,1256.251,1.678,1.651,0,0,0,0,0,0
ITA,2000,-0.272,3.41,108.743,56.924,10.1,1150.169,3.882,2.58,0,0,0,0,0,0
ITA,2001,0.154,2.56,108.513,56.961,9.1,1172.049,2.006,2.324,0,0,0,0,0,0
ITA,2002,-0.496,2.297,105.947,56.993,8.608,1280.841,0.27,2.612,0,0,0,0,0,0
ITA,2003,-0.785,1.495,105.141,57.186,8.45,1582.534,0.067,2.813,0,0,0,0,0,0
ITA,2004,-0.48,0.962,104.742,57.612,8.025,1811.987,1.474,2.257,0,0,0,0,0,0
ITA,2005,-0.88,0.198,106.177,58.044,7.767,1866.013,0.762,2.207,0,0,0,1,0,0
ITA,2006,-1.469,0.596,106.257,58.289,6.867,1958.667,1.799,2.229,0,0,0,0,0,0
ITA,2007,-1.362,3.169,103.463,58.511,6.2,2222.785,1.462,2.025,0,0,0,0,0,0
ITA,2008,-2.723,2.075,105.802,59.002,6.783,2417.242,-1.023,3.492,0,0,0,0,0,0
ITA,2009,-1.822,-0.873,116.139,59.421,7.875,2207.085,-5.305,0.765,0,0,0,0,0,0
ITA,2010,-3.223,-0.07,118.756,59.69,8.5,2146.687,1.529,1.62,0,0,0,0,0,0
ITA,2011,-2.742,0.89,119.127,59.948,8.575,2306.568,0.695,2.935,0,0,0,0,0,0
ITA,2012,-0.201,1.966,125.899,60.105,10.892,2099.259,-3.125,3.315,0,0,0,0,0,0
ITA,2013,1.03,1.746,131.852,60.277,12.367,2153.259,-1.818,1.245,0,0,0,0,0,0
ITA,2014,1.754,1.56,134.795,60.346,12.783,2173.815,-0.001,0.234,0,0,0,0,0,0
ITA,2015,1.243,1.479,134.788,60.295,12.017,1845.615,0.886,0.108,0,0,0,0,0,0
ITA,2016,2.461,1.338,134.24,60.164,11.717,1886.59,1.236,-0.05,0,0,0,0,0,0
